@relation cpu-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-weka.filters.unsupervised.attribute.Normalize

@attribute vendor=adviser numeric
@attribute vendor=amdahl numeric
@attribute vendor=apollo numeric
@attribute vendor=basf numeric
@attribute vendor=bti numeric
@attribute vendor=burroughs numeric
@attribute vendor=c.r.d numeric
@attribute vendor=cdc numeric
@attribute vendor=cambex numeric
@attribute vendor=dec numeric
@attribute vendor=dg numeric
@attribute vendor=formation numeric
@attribute vendor=four-phase numeric
@attribute vendor=gould numeric
@attribute vendor=hp numeric
@attribute vendor=harris numeric
@attribute vendor=honeywell numeric
@attribute vendor=ibm numeric
@attribute vendor=ipl numeric
@attribute vendor=magnuson numeric
@attribute vendor=microdata numeric
@attribute vendor=nas numeric
@attribute vendor=ncr numeric
@attribute vendor=nixdorf numeric
@attribute vendor=perkin-elmer numeric
@attribute vendor=prime numeric
@attribute vendor=siemens numeric
@attribute vendor=sperry numeric
@attribute vendor=sratus numeric
@attribute vendor=wang numeric
@attribute MYCT numeric
@attribute MMIN numeric
@attribute MMAX numeric
@attribute CACH numeric
@attribute CHMIN numeric
@attribute CHMAX numeric
@attribute class numeric

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022252,0.060621,0.249249,0.09375,0.115385,0.090909,0.059689
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.089683,0.014028,0.061562,0,0.153846,0.727273,0.014718
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.066082,0.060621,0.124124,0.0625,0.019231,0.017045,0.025348
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.066082,0.060621,0.061562,0.007813,0.019231,0.028409,0.011447
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.050573,0.060621,0.124124,0.125,0.019231,0.034091,0.031071
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.050573,0.060621,0.124124,0.125,0.019231,0.034091,0.031071
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.050573,0.060621,0.124124,0.015625,0.019231,0.034091,0.021259
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03911,0.123246,0.249249,0.0625,0.019231,0.034091,0.058054
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.028995,0.123246,0.249249,0.125,0.019231,0.034091,0.065413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.028995,0.060621,0.249249,0.25,0.096154,0.045455,0.075225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.028995,0.123246,0.249249,0.25,0.096154,0.045455,0.083401
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.022252,0.123246,0.249249,0.25,0.096154,0.056818,0.085037
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.037087,0.123246,0.249249,0.25,0.153846,0.090909,0.085854
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.037087,0.060621,0.124124,0.0625,0.115385,0.045455,0.026983
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.015509,0.248497,0.249249,0.125,0.153846,0.090909,0.09076
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.015509,0.248497,0.499499,0.25,0.153846,0.136364,0.205233
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.012138,0.248497,0.499499,0.25,0.153846,0.136364,0.208504
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01416,0.498998,0.499499,0.5,0.307692,0.181818,0.336059
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.020904,0.123246,0.374374,0.125,0.153846,0.136364,0.111202
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01416,0.248497,0.499499,0.25,0.153846,0.136364,0.206051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008766,0.498998,0.499499,1,0.307692,0.136364,0.480785
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.064059,0.029309,0.01464,0,0.019231,0.022727,0.003271
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.045179,0.029309,0.03028,0,0.019231,0.034091,0.004906
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.026298,0.029309,0.061562,0,0.019231,0.034091,0.008994
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.026298,0.060621,0.092843,0,0.019231,0.045455,0.016353
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.026298,0.060621,0.124124,0,0.019231,0.045455,0.021259
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.026298,0.123246,0.124124,0,0.019231,0.045455,0.026165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.026298,0.123246,0.186687,0,0.019231,0.045455,0.03843
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.026298,0.123246,0.249249,0,0.019231,0.045455,0.051513
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01416,0.123246,0.124124,0.125,0.307692,0.181818,0.053148
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01416,0.123246,0.124124,0.125,0.307692,0.181818,0.053148
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01416,0.248497,0.249249,0.25,0.076923,0.045455,0.103843
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01416,0.248497,0.374374,0.625,0.076923,0.045455,0.217498
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01416,0.123246,0.249249,0.5,0.307692,0.181818,0.143091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.123399,0.029309,0.03028,0,0.019231,0.011364,0.004906
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.123399,0.029309,0.061562,0,0.019231,0.022727,0.008177
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.123399,0.060621,0.124124,0.25,0.019231,0.028409,0.042518
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.157114,0.014028,0.061562,0,0.019231,0.039773,0.007359
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.157114,0.014028,0.061562,0,0.076923,0.039773,0.007359
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.157114,0.029309,0.249249,0.003906,0.019231,0.045455,0.040065
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.096426,0.014028,0.061562,0.007813,0.019231,0.028409,0.008177
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.096426,0.014028,0.03028,0.007813,0.057692,0.045455,0.004088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.096426,0.029309,0.061562,0.03125,0.019231,0.079545,0.011447
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.096426,0.029309,0.124124,0.0625,0.019231,0.079545,0.022895
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.096426,0.060621,0.124124,0.125,0.019231,0.073864,0.031071
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.150371,0.014028,0.01464,0.03125,0.019231,0.017045,0.003271
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.150371,0.014028,0.03028,0.03125,0.019231,0.028409,0.005724
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.059339,0.060621,0.061562,0.03125,0.057692,0.045455,0.013083
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.059339,0.060621,0.092843,0.0625,0.115385,0.090909,0.021259
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.059339,0.060621,0.124124,0.0625,0.076923,0.079545,0.026165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.023601,0.123246,0.249249,0.125,0.076923,0.068182,0.068684
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.035738,0.123246,0.186687,0.03125,0.115385,0.045455,0.042518
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028321,0.123246,0.186687,0.125,0.115385,0.068182,0.053966
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028321,0.248497,0.249249,0.25,0.230769,0.136364,0.109567
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.006069,0.248497,0.374374,0.125,0.153846,0.090909,0.137367
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.006069,0.248497,0.499499,0.25,0.230769,0.090909,0.212592
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.006069,0.248497,0.499499,0.5,0.461538,0.181818,0.300082
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.066757,0.060621,0.124124,0.125,0.096154,0.159091,0.033524
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.022252,0.060621,0.499499,0.09375,0.115385,0.147727,0.136549
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.022252,0.060621,0.499499,0.1875,0.5,0.295455,0.173344
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.022252,0.060621,0.499499,0.4375,1,0.590909,0.266558
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.022252,0.123246,0.499499,0.4375,1,0.590909,0.282093
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.008766,0.248497,1,0.375,0.230769,1,0.739166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.008766,0.248497,1,0.5,0.230769,1,0.787408
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.109912,0.0062,0.061562,0,0.019231,0.017045,0.007359
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.109912,0.014028,0.061562,0,0.019231,0.017045,0.007359
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.109912,0.0062,0.061562,0,0.019231,0.017045,0.007359
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.109912,0.014028,0.061562,0,0.019231,0.017045,0.007359
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.072151,0.029309,0.124124,0,0.019231,0.045455,0.017989
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.054619,0.029309,0.124124,0.125,0.038462,0.045455,0.028618
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.072825,0.060621,0.124124,0,0.038462,0.079545,0.021259
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.312205,0.014028,0.124124,0.125,0,0,0.026165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.312205,0.029309,0.061562,0,0,0,0.008177
